File_Type,Vessel_Code,Cruise_Number,Species,collection,Region,Read_Code,Reader,Tester,Read_Age,Test_Age,Final_Age,Date_Released,date_read,Latitude,Longitude,RACE_Code,common_name
RACE,2,199506,301,2956301,GOA,2,H,A,8,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,10,10,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,7,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,9,10,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,10,10,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,10,10,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,11,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,7,7,7,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,41,43,43,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,10,10,10,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,11,11,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,9,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,9,8,9,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,7,8,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199506,301,2956301,GOA,2,H,A,8,7,8,5/9/1996,1/18/1996,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,11,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,12,12,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,6,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,19,17,17,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,5,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,19,19,19,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,40,41,40,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,17,17,17,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,7,7,7,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,12,12,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,1,J,A,6,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,9,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,6,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,7,7,7,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,7,7,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,7,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,7,7,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,19,18,19,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,6,7,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,41,43,41,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,26,26,26,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,41,42,41,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,43,42,43,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,45,48,45,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,20,19,20,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,42,45,45,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,37,36,36,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,30,34,30,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,17,17,17,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,43,43,43,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,45,50,45,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,42,42,42,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,5,5,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,9,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,20,20,20,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,6,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,7,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,10,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,18,17,18,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,9,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,16,15,16,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,8,8,8,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,9,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,12,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,14,14,14,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,5,6,6,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,11,11,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,11,10,9,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,10,10,10,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
RACE,2,199503,301,2953301,GOA,2,J,A,15,15,15,5/9/1996,10/17/1995,,,30060,PACIFIC OCEAN PERCH
