SHIP,SURVEY,HAUL,SPECIES_CODE,COMMON_NAME,SCIENTIFIC_NAME,PARTITION,ORGANISM_WEIGHT,SEX,organism_length,length_type,region
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.1,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,31.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.9,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.4,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.5,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.714,Unsexed,39.4,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.699,Unsexed,37.9,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.623,Unsexed,37.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.644,Unsexed,36.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.699,Unsexed,38.9,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.718,Unsexed,38.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.555,Unsexed,35.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.486,Unsexed,33.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.581,Unsexed,35.3,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.614,Unsexed,37.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.62,Unsexed,35.9,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.759,Unsexed,40.2,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,1.006,Unsexed,42.9,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.927,Unsexed,43.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.725,Unsexed,38.6,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.745,Unsexed,39.6,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.591,Unsexed,36.6,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.639,Unsexed,37.4,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.719,Unsexed,37,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.908,Unsexed,41.5,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.445,Unsexed,32.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.683,Unsexed,38.1,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.685,Unsexed,37.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.653,Unsexed,38.7,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,0.581,Unsexed,36,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.8,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.6,FORK_LENGTH,GOA Shelf
157,202308,3,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.4,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.3,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.7,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.9,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.3,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.7,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.2,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.2,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.4,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.1,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.8,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.843,Unsexed,39.3,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.731,Unsexed,36.9,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.738,Unsexed,39.2,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.902,Unsexed,39.9,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,1.126,Unsexed,42.8,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.662,Unsexed,36.8,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.666,Unsexed,38.3,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.628,Unsexed,36.3,FORK_LENGTH,GOA Shelf
157,202308,6,30060,Pacific ocean perch,Sebastes alutus,Codend,0.688,Unsexed,38.4,FORK_LENGTH,GOA Shelf
157,202308,7,30060,Pacific ocean perch,Sebastes alutus,Codend,0.684,Unsexed,36.9,FORK_LENGTH,Shumagin Islands
157,202308,13,30060,Pacific ocean perch,Sebastes alutus,Codend,0.67,Unsexed,37.4,FORK_LENGTH,Shumagin Islands
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.6,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,44.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,44.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.6,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.1,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.751,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.894,Unsexed,41,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.677,Unsexed,37.8,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.749,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.704,Unsexed,38.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.974,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.795,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.703,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.862,Unsexed,39.5,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.714,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.87,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.616,Unsexed,36.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.803,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.843,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.861,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.844,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.9,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.775,Unsexed,39.6,FORK_LENGTH,Shelikof Strait
157,202308,22,30060,Pacific ocean perch,Sebastes alutus,Codend,0.768,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.5,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.2,FORK_LENGTH,Shelikof Strait
