
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
343.618 137.447 120.266 0.115342 0.0903428 244.876 
CV Recruit
0.526038 
Alternative 1 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2034 343.618 137.447 120.266 140.112 154.149 155.312 175.04 11.1715 
2035 343.618 137.447 120.266 134.6 151.463 153.029 175.811 12.6754 
2036 343.618 137.447 120.266 131.15 149.455 151.225 174.982 13.7489 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0990105 0.119243 0.0712498 0.0712498 0.0712498 0.0712498 0 
2024  0 0.0990105 0.119243 0.0584165 0.0584174 0.0584173 0.0584178 4.48902e-07 
2025  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2026  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2027  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2028  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2029  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2030  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2031  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2032  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2033  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2034  0 0.0990105 0.119243 0.0990105 0.0990105 0.0989814 0.0990105 0.000268313 
2035  0 0.0990105 0.119243 0.0968518 0.0990105 0.0987805 0.0990105 0.000976821 
2036  0 0.0990105 0.119243 0.0942355 0.0990105 0.0984565 0.0990105 0.00173156 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 1.27329e-11 
2024 1785.64 465.616 428.615 647.404 650.029 650.655 656.012 2.88335 
2025 1785.64 465.616 428.615 628.891 635.898 637.024 648.305 6.70119 
2026 1785.64 465.616 428.615 594.311 607.31 609.238 629.22 11.625 
2027 1785.64 465.616 428.615 563.072 583.083 585.343 615.784 17.1424 
2028 1785.64 465.616 428.615 535.042 561.497 565.168 604.883 22.9093 
2029 1785.64 465.616 428.615 510.037 544.96 548.532 599.245 28.4568 
2030 1785.64 465.616 428.615 486.614 531.221 534.997 595.459 33.6099 
2031 1785.64 465.616 428.615 468.987 520.097 524.135 591.516 38.0247 
2032 1785.64 465.616 428.615 454.944 510.84 515.559 588.509 41.6901 
2033 1785.64 465.616 428.615 444.243 504.337 508.694 588.717 44.7851 
2034 1785.64 465.616 428.615 434.014 498.782 503.147 586.583 47.1617 
2035 1785.64 465.616 428.615 426.718 494.061 498.442 586.594 48.9032 
2036 1785.64 465.616 428.615 421.349 490.266 494.468 582.593 50.0316 
Alternative 2 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 25.3018 27.0643 29.7605 29.7605 29.7605 29.7605 5.43565e-13 
2024  0 25.3018 27.0643 23.8313 23.8313 23.8313 23.8313 1.85963e-10 
2025  0 25.3018 27.0643 38.9547 38.9606 38.962 38.9736 0.00636049 
2026  0 25.3018 27.0643 36.8847 36.9194 36.9262 36.9901 0.0359257 
2027  0 25.3018 27.0643 34.8442 34.963 34.9836 35.1798 0.115193 
2028  0 25.3018 27.0643 32.8688 33.1541 33.1988 33.6568 0.266752 
2029  0 25.3018 27.0643 30.9673 31.5279 31.5985 32.4487 0.498381 
2030  0 25.3018 27.0643 29.2089 30.1228 30.2354 31.6891 0.799453 
2031  0 25.3018 27.0643 27.6137 28.948 29.1074 31.0855 1.14497 
2032  0 25.3018 27.0643 26.2114 27.9877 28.2209 30.8453 1.50407 
2033  0 25.3018 27.0643 25.0172 27.3408 27.5373 30.8391 1.84743 
2034  0 25.3018 27.0643 23.9142 26.7808 27.0275 30.9194 2.16618 
2035  0 25.3018 27.0643 22.7463 26.397 26.6211 30.8562 2.50175 
2036  0 25.3018 27.0643 21.6114 26.1399 26.3094 30.9686 2.81343 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 343.618 137.447 120.266 234.446 234.446 234.446 234.446 2.24532e-12 
2024 343.618 137.447 120.266 229.445 229.453 229.455 229.473 0.00926822 
2025 343.618 137.447 120.266 223.542 223.581 223.587 223.655 0.0384854 
2026 343.618 137.447 120.266 213.213 213.336 213.358 213.561 0.119788 
2027 343.618 137.447 120.266 202.961 203.294 203.349 203.891 0.314549 
2028 343.618 137.447 120.266 192.448 193.234 193.353 194.62 0.730093 
2029 343.618 137.447 120.266 181.811 183.5 183.728 186.364 1.52123 
2030 343.618 137.447 120.266 171.435 174.698 175.078 179.912 2.84429 
2031 343.618 137.447 120.266 161.862 167.296 167.927 176.219 4.73236 
2032 343.618 137.447 120.266 153.343 161.438 162.404 174.418 6.98334 
2033 343.618 137.447 120.266 145.981 156.948 158.326 174.375 9.2318 
2034 343.618 137.447 120.266 140.112 154.149 155.312 175.04 11.1715 
2035 343.618 137.447 120.266 134.6 151.463 153.029 175.811 12.6754 
2036 343.618 137.447 120.266 131.15 149.455 151.225 174.982 13.7489 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0990105 0.119243 0.0712498 0.0712498 0.0712498 0.0712498 0 
2024  0 0.0990105 0.119243 0.0584165 0.0584174 0.0584173 0.0584178 4.48902e-07 
2025  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2026  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2027  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2028  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2029  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2030  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2031  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2032  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2033  0 0.0990105 0.119243 0.0990105 0.0990105 0.0990105 0.0990105 9.4369e-16 
2034  0 0.0990105 0.119243 0.0990105 0.0990105 0.0989814 0.0990105 0.000268313 
2035  0 0.0990105 0.119243 0.0968518 0.0990105 0.0987805 0.0990105 0.000976821 
2036  0 0.0990105 0.119243 0.0942355 0.0990105 0.0984565 0.0990105 0.00173156 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 1.27329e-11 
2024 1785.64 465.616 428.615 647.404 650.029 650.655 656.012 2.88335 
2025 1785.64 465.616 428.615 628.891 635.898 637.024 648.305 6.70119 
2026 1785.64 465.616 428.615 594.311 607.31 609.238 629.22 11.625 
2027 1785.64 465.616 428.615 563.072 583.083 585.343 615.784 17.1424 
2028 1785.64 465.616 428.615 535.042 561.497 565.168 604.883 22.9093 
2029 1785.64 465.616 428.615 510.037 544.96 548.532 599.245 28.4568 
2030 1785.64 465.616 428.615 486.614 531.221 534.997 595.459 33.6099 
2031 1785.64 465.616 428.615 468.987 520.097 524.135 591.516 38.0247 
2032 1785.64 465.616 428.615 454.944 510.84 515.559 588.509 41.6901 
2033 1785.64 465.616 428.615 444.243 504.337 508.694 588.717 44.7851 
2034 1785.64 465.616 428.615 434.014 498.782 503.147 586.583 47.1617 
2035 1785.64 465.616 428.615 426.718 494.061 498.442 586.594 48.9032 
2036 1785.64 465.616 428.615 421.349 490.266 494.468 582.593 50.0316 
Alternative 3 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 25.3018 27.0643 29.7605 29.7605 29.7605 29.7605 5.43565e-13 
2024  0 25.3018 27.0643 23.8313 23.8313 23.8313 23.8313 1.85963e-10 
2025  0 25.3018 27.0643 19.8526 19.8556 19.8562 19.8621 0.00318125 
2026  0 25.3018 27.0643 19.5176 19.535 19.5384 19.5703 0.0179897 
2027  0 25.3018 27.0643 19.1135 19.1731 19.1835 19.2821 0.0578495 
2028  0 25.3018 27.0643 18.6577 18.8016 18.8243 19.0556 0.13468 
2029  0 25.3018 27.0643 18.1549 18.4399 18.4752 18.9083 0.253734 
2030  0 25.3018 27.0643 17.6396 18.11 18.1682 18.9202 0.411765 
2031  0 25.3018 27.0643 17.1288 17.8267 17.9085 18.9427 0.598514 
2032  0 25.3018 27.0643 16.6443 17.5956 17.711 19.1007 0.800158 
2033  0 25.3018 27.0643 16.2088 17.4445 17.5654 19.3218 1.00236 
2034  0 25.3018 27.0643 15.7786 17.3371 17.4732 19.6095 1.19275 
2035  0 25.3018 27.0643 15.4422 17.2761 17.4237 19.8784 1.36299 
2036  0 25.3018 27.0643 15.2156 17.2347 17.4164 20.0507 1.5089 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 343.618 137.447 120.266 234.446 234.446 234.446 234.446 2.24532e-12 
2024 343.618 137.447 120.266 229.445 229.453 229.455 229.473 0.00926822 
2025 343.618 137.447 120.266 226.452 226.491 226.497 226.564 0.0384931 
2026 343.618 137.447 120.266 224.23 224.353 224.375 224.579 0.119923 
2027 343.618 137.447 120.266 221.262 221.596 221.651 222.195 0.315679 
2028 343.618 137.447 120.266 217.163 217.956 218.076 219.349 0.736362 
2029 343.618 137.447 120.266 212.031 213.741 213.98 216.665 1.54711 
2030 343.618 137.447 120.266 206.252 209.589 209.994 214.987 2.92805 
2031 343.618 137.447 120.266 200.432 206.083 206.745 215.288 4.94994 
2032 343.618 137.447 120.266 194.866 203.491 204.499 217.483 7.4445 
2033 343.618 137.447 120.266 189.837 201.73 203.215 220.45 10.0492 
2034 343.618 137.447 120.266 185.934 201.167 202.619 224.199 12.4267 
2035 343.618 137.447 120.266 181.715 200.778 202.451 228.456 14.4156 
2036 343.618 137.447 120.266 179.157 200.615 202.489 230.463 16.0025 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0990105 0.119243 0.0712498 0.0712498 0.0712498 0.0712498 0 
2024  0 0.0990105 0.119243 0.0584165 0.0584174 0.0584173 0.0584178 4.48902e-07 
2025  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2026  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2027  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2028  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2029  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2030  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2031  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2032  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2033  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2034  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2035  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 
2036  0 0.0990105 0.119243 0.0495053 0.0495053 0.0495053 0.0495053 4.71845e-16 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 1.27329e-11 
2024 1785.64 465.616 428.615 647.404 650.029 650.655 656.012 2.88335 
2025 1785.64 465.616 428.615 628.891 635.898 637.024 648.305 6.70119 
2026 1785.64 465.616 428.615 613.426 626.429 628.358 648.348 11.6294 
2027 1785.64 465.616 428.615 598.785 618.821 621.088 651.584 17.1695 
2028 1785.64 465.616 428.615 584.933 611.5 615.187 654.846 23.0034 
2029 1785.64 465.616 428.615 571.959 607.128 610.69 662.022 28.695 
2030 1785.64 465.616 428.615 558.533 603.495 607.399 669.001 34.0988 
2031 1785.64 465.616 428.615 549.161 601.074 605.165 674.66 38.8849 
2032 1785.64 465.616 428.615 541.544 599.167 603.86 678.484 43.037 
2033 1785.64 465.616 428.615 536.138 598.795 603.165 685.314 46.7096 
2034 1785.64 465.616 428.615 530.286 598.03 602.895 691.923 49.722 
2035 1785.64 465.616 428.615 526.04 598.507 602.753 694.16 52.1303 
2036 1785.64 465.616 428.615 524.499 598.983 602.712 700.637 53.9754 
Alternative 4 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 25.3018 27.0643 29.7605 29.7605 29.7605 29.7605 5.43565e-13 
2024  0 25.3018 27.0643 23.8313 23.8313 23.8313 23.8313 1.85963e-10 
2025  0 25.3018 27.0643 25.4755 25.4792 25.4801 25.4876 0.00410464 
2026  0 25.3018 27.0643 24.773 24.7955 24.7998 24.8411 0.0232035 
2027  0 25.3018 27.0643 24.0066 24.0834 24.0968 24.2238 0.0745528 
2028  0 25.3018 27.0643 23.2003 23.3855 23.4146 23.7122 0.173297 
2029  0 25.3018 27.0643 22.3618 22.7272 22.7729 23.3288 0.325698 
2030  0 25.3018 27.0643 21.5362 22.1367 22.2124 23.1776 0.526764 
2031  0 25.3018 27.0643 20.7459 21.633 21.7388 23.0561 0.762367 
2032  0 25.3018 27.0643 20.0075 21.2187 21.3679 23.1337 1.01397 
2033  0 25.3018 27.0643 19.3749 20.9408 21.0838 23.2867 1.26284 
2034  0 25.3018 27.0643 18.7547 20.71 20.8842 23.5701 1.49338 
2035  0 25.3018 27.0643 18.2684 20.5642 20.7517 23.776 1.69565 
2036  0 25.3018 27.0643 17.9603 20.459 20.6817 23.9689 1.86543 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 343.618 137.447 120.266 234.446 234.446 234.446 234.446 2.24532e-12 
2024 343.618 137.447 120.266 229.445 229.453 229.455 229.473 0.00926822 
2025 343.618 137.447 120.266 225.603 225.642 225.648 225.715 0.0384908 
2026 343.618 137.447 120.266 220.969 221.092 221.115 221.318 0.119883 
2027 343.618 137.447 120.266 215.77 216.104 216.159 216.702 0.31535 
2028 343.618 137.447 120.266 209.648 210.438 210.558 211.829 0.734535 
2029 343.618 137.447 120.266 202.722 204.427 204.662 207.332 1.53954 
2030 343.618 137.447 120.266 195.389 198.712 199.105 204.051 2.90344 
2031 343.618 137.447 120.266 188.256 193.835 194.496 202.965 4.8856 
2032 343.618 137.447 120.266 181.626 190.093 191.068 203.776 7.30705 
2033 343.618 137.447 120.266 175.676 187.291 188.747 205.604 9.80332 
2034 343.618 137.447 120.266 170.973 185.786 187.229 208.206 12.0459 
2035 343.618 137.447 120.266 166.146 184.565 186.233 211.386 13.8867 
2036 343.618 137.447 120.266 163.129 183.724 185.527 212.133 15.3241 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0990105 0.119243 0.0712498 0.0712498 0.0712498 0.0712498 0 
2024  0 0.0990105 0.119243 0.0584165 0.0584174 0.0584173 0.0584178 4.48902e-07 
2025  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2026  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2027  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2028  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2029  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2030  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2031  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2032  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2033  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2034  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2035  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 
2036  0 0.0990105 0.119243 0.0638806 0.0638806 0.0638806 0.0638806 1.15186e-15 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 1.27329e-11 
2024 1785.64 465.616 428.615 647.404 650.029 650.655 656.012 2.88335 
2025 1785.64 465.616 428.615 628.891 635.898 637.024 648.305 6.70119 
2026 1785.64 465.616 428.615 607.799 620.801 622.73 642.717 11.6281 
2027 1785.64 465.616 428.615 588.13 608.159 610.424 640.904 17.1616 
2028 1785.64 465.616 428.615 569.851 596.387 600.07 639.745 22.976 
2029 1785.64 465.616 428.615 553.024 588.096 591.667 642.818 28.6254 
2030 1785.64 465.616 428.615 536.248 581.009 584.973 646.241 33.9554 
2031 1785.64 465.616 428.615 524.025 575.747 579.778 648.864 38.6311 
2032 1785.64 465.616 428.615 514.167 571.071 575.897 650.086 42.6364 
2033 1785.64 465.616 428.615 506.796 568.679 572.95 654.788 46.1319 
2034 1785.64 465.616 428.615 498.877 565.999 570.698 657.912 48.9455 
2035 1785.64 465.616 428.615 493.153 564.284 568.798 659.764 51.1442 
2036 1785.64 465.616 428.615 490.613 563.883 567.189 662.62 52.7791 
Alternative 5 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 25.3018 27.0643 29.7605 29.7605 29.7605 29.7605 5.43565e-13 
2024  0 25.3018 27.0643 23.8313 23.8313 23.8313 23.8313 1.85963e-10 
2025  0 25.3018 27.0643 0 0 0 0 0 
2026  0 25.3018 27.0643 0 0 0 0 0 
2027  0 25.3018 27.0643 0 0 0 0 0 
2028  0 25.3018 27.0643 0 0 0 0 0 
2029  0 25.3018 27.0643 0 0 0 0 0 
2030  0 25.3018 27.0643 0 0 0 0 0 
2031  0 25.3018 27.0643 0 0 0 0 0 
2032  0 25.3018 27.0643 0 0 0 0 0 
2033  0 25.3018 27.0643 0 0 0 0 0 
2034  0 25.3018 27.0643 0 0 0 0 0 
2035  0 25.3018 27.0643 0 0 0 0 0 
2036  0 25.3018 27.0643 0 0 0 0 0 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 343.618 137.447 120.266 234.446 234.446 234.446 234.446 2.24532e-12 
2024 343.618 137.447 120.266 229.445 229.453 229.455 229.473 0.00926822 
2025 343.618 137.447 120.266 229.402 229.441 229.447 229.514 0.0385008 
2026 343.618 137.447 120.266 235.861 235.985 236.007 236.21 0.120058 
2027 343.618 137.447 120.266 241.361 241.696 241.751 242.297 0.316813 
2028 343.618 137.447 120.266 245.375 246.176 246.297 247.577 0.742695 
2029 343.618 137.447 120.266 247.861 249.592 249.842 252.578 1.57349 
2030 343.618 137.447 120.266 249.097 252.5 252.933 258.096 3.01464 
2031 343.618 137.447 120.266 249.608 255.505 256.203 265.036 5.17903 
2032 343.618 137.447 120.266 249.645 258.717 259.963 274.034 7.94123 
2033 343.618 137.447 120.266 249.792 262.621 264.254 283.051 10.9533 
2034 343.618 137.447 120.266 250.348 267.157 268.857 293.267 13.8543 
2035 343.618 137.447 120.266 250.234 271.851 273.561 303.061 16.4402 
2036 343.618 137.447 120.266 251.138 276.2 278.163 311.501 18.6566 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0990105 0.119243 0.0712498 0.0712498 0.0712498 0.0712498 0 
2024  0 0.0990105 0.119243 0.0584165 0.0584174 0.0584173 0.0584178 4.48902e-07 
2025  0 0.0990105 0.119243 0 0 0 0 0 
2026  0 0.0990105 0.119243 0 0 0 0 0 
2027  0 0.0990105 0.119243 0 0 0 0 0 
2028  0 0.0990105 0.119243 0 0 0 0 0 
2029  0 0.0990105 0.119243 0 0 0 0 0 
2030  0 0.0990105 0.119243 0 0 0 0 0 
2031  0 0.0990105 0.119243 0 0 0 0 0 
2032  0 0.0990105 0.119243 0 0 0 0 0 
2033  0 0.0990105 0.119243 0 0 0 0 0 
2034  0 0.0990105 0.119243 0 0 0 0 0 
2035  0 0.0990105 0.119243 0 0 0 0 0 
2036  0 0.0990105 0.119243 0 0 0 0 0 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 1.27329e-11 
2024 1785.64 465.616 428.615 647.404 650.029 650.655 656.012 2.88335 
2025 1785.64 465.616 428.615 628.891 635.898 637.024 648.305 6.70119 
2026 1785.64 465.616 428.615 633.296 646.302 648.233 668.231 11.6339 
2027 1785.64 465.616 428.615 637.352 657.415 659.69 690.243 17.1967 
2028 1785.64 465.616 428.615 640.901 667.576 671.275 710.878 23.0983 
2029 1785.64 465.616 428.615 643.947 679.34 683.004 734.964 28.937 
2030 1785.64 465.616 428.615 645.512 690.899 694.693 757.284 34.602 
2031 1785.64 465.616 428.615 649.263 701.609 706.276 777.2 39.7857 
2032 1785.64 465.616 428.615 652.836 712.35 717.702 794.785 44.479 
2033 1785.64 465.616 428.615 659.009 723.687 728.777 813.037 48.8253 
2034 1785.64 465.616 428.615 663.008 733.778 739.402 831.947 52.6233 
2035 1785.64 465.616 428.615 667.846 744.507 749.395 846.436 55.8968 
2036 1785.64 465.616 428.615 673.726 754.312 758.787 858.773 58.6543 
Alternative 6 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 25.3018 27.0643 29.7605 29.7605 29.7605 29.7605 5.43565e-13 
2024  0 25.3018 27.0643 47.5207 47.5211 47.5211 47.5218 0.000365367 
2025  0 25.3018 27.0643 44.4642 44.4713 44.4729 44.487 0.00764298 
2026  0 25.3018 27.0643 41.5642 41.606 41.6141 41.691 0.0432242 
2027  0 25.3018 27.0643 38.8031 38.946 38.9707 39.2065 0.138464 
2028  0 25.3018 27.0643 36.2098 36.5521 36.606 37.1553 0.319963 
2029  0 25.3018 27.0643 33.7853 34.4553 34.5406 35.5567 0.595785 
2030  0 25.3018 27.0643 31.6009 32.6851 32.822 34.5408 0.951224 
2031  0 25.3018 27.0643 29.6686 31.247 31.435 33.7842 1.35425 
2032  0 25.3018 27.0643 27.6069 30.103 30.3241 33.442 1.83928 
2033  0 25.3018 27.0643 25.0064 29.3449 29.1724 33.4122 2.61911 
2034  0 25.3018 27.0643 22.9096 28.4609 28.2483 33.4603 3.24771 
2035  0 25.3018 27.0643 21.6861 27.5306 27.6155 33.3348 3.68016 
2036  0 25.3018 27.0643 20.8789 27.0628 27.2215 33.5347 3.96964 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 343.618 137.447 120.266 234.446 234.446 234.446 234.446 2.24532e-12 
2024 343.618 137.447 120.266 225.818 225.827 225.829 225.846 0.00924102 
2025 343.618 137.447 120.266 212.36 212.399 212.405 212.472 0.0384064 
2026 343.618 137.447 120.266 199.915 200.038 200.06 200.263 0.119661 
