"variable","year","src","median","lower","upper"
"Frate",1993,"2023 Model",0.0120676,0.00749432875,0.0186119825
"Frate",1994,"2023 Model",0.00913032,0.00571049475,0.0141687775
"Frate",1995,"2023 Model",0.025016,0.0157177775,0.0374064275
"Frate",1996,"2023 Model",0.03995865,0.0253041525,0.06055749
"Frate",1997,"2023 Model",0.0420713,0.02726846,0.0643677075
"Frate",1998,"2023 Model",0.0380056,0.024025565,0.0574988475
"Frate",1999,"2023 Model",0.04364605,0.02826287,0.065953165
"Frate",2000,"2023 Model",0.0423104,0.027306005,0.063615275
"Frate",2001,"2023 Model",0.0453353,0.02915353,0.0679070025
"Frate",2002,"2023 Model",0.04908585,0.031759605,0.0750894475
"Frate",2003,"2023 Model",0.0446205,0.02854466,0.0684121025
"Frate",2004,"2023 Model",0.0464076,0.0298105275,0.07012964
"Frate",2005,"2023 Model",0.04285055,0.0273116,0.0650432075
"Frate",2006,"2023 Model",0.048698,0.031448585,0.073625855
"Frate",2007,"2023 Model",0.0385524,0.0243693325,0.0595071775
"Frate",2008,"2023 Model",0.0350446,0.022492115,0.0544041775
"Frate",2009,"2023 Model",0.0344365,0.0220005375,0.0530989675
"Frate",2010,"2023 Model",0.0397178,0.025630165,0.061283795
"Frate",2011,"2023 Model",0.03484015,0.0222083475,0.0535729575
"Frate",2012,"2023 Model",0.03554485,0.02271152,0.0542386025
"Frate",2013,"2023 Model",0.0305661,0.01951634,0.0473230075
"Frate",2014,"2023 Model",0.03988875,0.0255334175,0.06079753
"Frate",2015,"2023 Model",0.04161895,0.026879825,0.0631898225
"Frate",2016,"2023 Model",0.0505525,0.0326742425,0.0760661575
"Frate",2017,"2023 Model",0.0522089,0.03340399,0.0800082725
"Frate",2018,"2023 Model",0.05419925,0.0346841825,0.0824751125
"Frate",2019,"2023 Model",0.0563332,0.0357164425,0.0861753325
"Frate",2020,"2023 Model",0.05596045,0.0358029775,0.08697924
"Frate",2021,"2023 Model",0.06555255,0.041340365,0.1026838
"Frate",2022,"2023 Model",0.06845055,0.0427869175,0.108252025
"Frate",2023,"2023 Model",0.07209785,0.04446392,0.116053875
"age2_recruits",1961,"2023 Model",170.7725,13.87622,881.793275
"age2_recruits",1962,"2023 Model",125.069,22.9924975,435.2499
"age2_recruits",1963,"2023 Model",153.9835,26.22088,396.038275
"age2_recruits",1964,"2023 Model",134.3875,26.606395,362.666775
"age2_recruits",1965,"2023 Model",151.541,26.710595,427.31385
"age2_recruits",1966,"2023 Model",258.44,40.8584175,512.4847
"age2_recruits",1967,"2023 Model",156.8,29.5983975,390.92655
"age2_recruits",1968,"2023 Model",86.1968,19.0176175,232.562375
"age2_recruits",1969,"2023 Model",62.7326,16.9805425,172.77445
"age2_recruits",1970,"2023 Model",63.95475,17.0940025,154.2875
"age2_recruits",1971,"2023 Model",53.49145,15.5426625,134.246675
"age2_recruits",1972,"2023 Model",40.53125,11.8080375,102.098725
"age2_recruits",1973,"2023 Model",34.67865,10.7733175,91.35706
"age2_recruits",1974,"2023 Model",32.52505,9.85407875,85.6093349999998
"age2_recruits",1975,"2023 Model",29.64855,9.80970475,78.2443525
"age2_recruits",1976,"2023 Model",29.49305,9.1474285,76.36241
"age2_recruits",1977,"2023 Model",34.83065,10.3634175,93.3570075
"age2_recruits",1978,"2023 Model",54.6218,16.709065,128.9779
"age2_recruits",1979,"2023 Model",42.6179,12.5136625,109.120025
"age2_recruits",1980,"2023 Model",37.7874,11.99735,93.4691725
"age2_recruits",1981,"2023 Model",39.1304,13.0550575,98.5107324999999
"age2_recruits",1982,"2023 Model",50.2369,16.128645,118.703325
"age2_recruits",1983,"2023 Model",51.7452,16.19094,121.64315
"age2_recruits",1984,"2023 Model",56.30645,18.610675,130.009225
"age2_recruits",1985,"2023 Model",82.16285,27.8706425,180.792175
"age2_recruits",1986,"2023 Model",125.9585,50.490955,254.00975
"age2_recruits",1987,"2023 Model",112.747,40.520475,233.28475
"age2_recruits",1988,"2023 Model",180.984,85.444255,331.985425
"age2_recruits",1989,"2023 Model",139.463,54.950875,276.621125
"age2_recruits",1990,"2023 Model",109.0135,41.3634275,223.979875
"age2_recruits",1991,"2023 Model",57.2711,18.416115,131.843825
"age2_recruits",1992,"2023 Model",67.4456,24.9035525,140.7619
"age2_recruits",1993,"2023 Model",68.36985,24.396485,141.762625
"age2_recruits",1994,"2023 Model",80.148,30.6540025,162.63665
"age2_recruits",1995,"2023 Model",62.29865,20.61047,142.5939
"age2_recruits",1996,"2023 Model",153.402,67.7301325,287.462
"age2_recruits",1997,"2023 Model",162.207,69.15104,317.94265
"age2_recruits",1998,"2023 Model",95.28745,29.771435,220.85405
"age2_recruits",1999,"2023 Model",119.866,39.7413425,260.806375
"age2_recruits",2000,"2023 Model",255.951,124.262225,453.8351
"age2_recruits",2001,"2023 Model",146.679,44.98903,322.8306
"age2_recruits",2002,"2023 Model",248.036,115.50095,457.119125
"age2_recruits",2003,"2023 Model",122.5315,38.95539,289.7635
"age2_recruits",2004,"2023 Model",194.208,82.5942425,372.6711
"age2_recruits",2005,"2023 Model",73.1987,19.3597325,186.461525
"age2_recruits",2006,"2023 Model",128.473,48.273855,266.816325
"age2_recruits",2007,"2023 Model",89.7383,26.46867,214.794
"age2_recruits",2008,"2023 Model",208.0815,94.8092775,405.601375
"age2_recruits",2009,"2023 Model",141.0155,45.9115325,322.640075
"age2_recruits",2010,"2023 Model",238.45,105.325025,461.432475
"age2_recruits",2011,"2023 Model",81.22995,21.791035,219.830775
"age2_recruits",2012,"2023 Model",192.6655,81.2439625,386.746975
"age2_recruits",2013,"2023 Model",67.96485,17.7766025,205.48835
"age2_recruits",2014,"2023 Model",188.6245,71.658005,403.437525
"age2_recruits",2015,"2023 Model",124.3825,34.844175,317.795025
"age2_recruits",2016,"2023 Model",115.5335,33.63872,295.1844
"age2_recruits",2017,"2023 Model",61.6595,16.3390775,187.761125
"age2_recruits",2018,"2023 Model",191.509,63.2326725,492.205825
"age2_recruits",2019,"2023 Model",120.724,31.0419925,362.577875
"age2_recruits",2020,"2023 Model",72.37185,16.697625,281.6877
"age2_recruits",2021,"2023 Model",69.2329,16.010735,273.531475
"age2_recruits",2022,"2023 Model",86.2655,17.2165525,400.067975
"age2_recruits",2023,"2023 Model",82.86355,17.3579575,369.592475
"log_mea",NA,"2023 Model",4.414585,4.05648275,4.805516
"log_rec_dev",1935,"2023 Model",-0.2948295,-1.6755875,0.945764624999999
"log_rec_dev",1936,"2023 Model",-0.320846,-1.71748275,0.944233075
"log_rec_dev",1937,"2023 Model",-0.331106,-1.70241725,0.897363825
"log_rec_dev",1938,"2023 Model",-0.369371,-1.70141575,0.856238199999999
"log_rec_dev",1939,"2023 Model",-0.3506355,-1.7381355,0.828682724999999
"log_rec_dev",1940,"2023 Model",-0.388717,-1.76526075,0.788839474999999
"log_rec_dev",1941,"2023 Model",-0.3975135,-1.78884275,0.779532225
"log_rec_dev",1942,"2023 Model",-0.4163685,-1.721359,0.78793255
"log_rec_dev",1943,"2023 Model",-0.423483,-1.69219425,0.778868674999998
"log_rec_dev",1944,"2023 Model",-0.4299895,-1.77577125,0.743790099999996
"log_rec_dev",1945,"2023 Model",-0.4373205,-1.754816,0.763477375
"log_rec_dev",1946,"2023 Model",-0.447056,-1.7662265,0.750445624999998
"log_rec_dev",1947,"2023 Model",-0.426626,-1.763509,0.75573695
"log_rec_dev",1948,"2023 Model",-0.422841,-1.75329875,0.765272799999999
"log_rec_dev",1949,"2023 Model",-0.373087,-1.7138495,0.786328299999999
"log_rec_dev",1950,"2023 Model",-0.3485415,-1.67394475,0.8227072
"log_rec_dev",1951,"2023 Model",-0.305944,-1.685532,0.906493075
"log_rec_dev",1952,"2023 Model",-0.224538,-1.62689925,1.03589025
"log_rec_dev",1953,"2023 Model",-0.1193515,-1.524244,1.22282425
"log_rec_dev",1954,"2023 Model",0.03660205,-1.46614025,1.47186075
"log_rec_dev",1955,"2023 Model",0.2200585,-1.3881425,1.8852945
"log_rec_dev",1956,"2023 Model",0.5687945,-1.26596775,2.61601675
"log_rec_dev",1957,"2023 Model",2.13778,-0.9054065,3.312192
"log_rec_dev",1958,"2023 Model",1.268215,-1.0381185,3.23564075
"log_rec_dev",1959,"2023 Model",0.8009975,-1.17287225,3.2752345
"log_rec_dev",1960,"2023 Model",2.739145,-0.677378175,3.3193415
"log_rec_dev",1961,"2023 Model",0.7445695,-1.19704675,2.5027335
"log_rec_dev",1962,"2023 Model",0.389129,-1.2223575,1.69014225
"log_rec_dev",1963,"2023 Model",0.596797,-1.12759575,1.6246825
"log_rec_dev",1964,"2023 Model",0.46341,-1.15593125,1.521099
"log_rec_dev",1965,"2023 Model",0.5901975,-1.12600725,1.6847955
"log_rec_dev",1966,"2023 Model",1.096285,-0.70288015,1.90974825
"log_rec_dev",1967,"2023 Model",0.6191845,-1.051725,1.5847185
"log_rec_dev",1968,"2023 Model",0.0482369,-1.4307505,1.024401
"log_rec_dev",1969,"2023 Model",-0.2811865,-1.57676,0.7084541
"log_rec_dev",1970,"2023 Model",-0.262899,-1.5439585,0.604898024999999
"log_rec_dev",1971,"2023 Model",-0.4358895,-1.640027,0.45566175
"log_rec_dev",1972,"2023 Model",-0.7247075,-1.9147305,0.1680273
"log_rec_dev",1973,"2023 Model",-0.870751,-2.03691575,0.0493875699999992
"log_rec_dev",1974,"2023 Model",-0.942999,-2.09805075,-0.0236595075000003
"log_rec_dev",1975,"2023 Model",-1.022675,-2.10321675,-0.116813175000001
"log_rec_dev",1976,"2023 Model",-1.03398,-2.153713,-0.1201867
"log_rec_dev",1977,"2023 Model",-0.8633295,-2.02792225,0.0652950549999999
"log_rec_dev",1978,"2023 Model",-0.4134815,-1.55614725,0.35743035
"log_rec_dev",1979,"2023 Model",-0.6605685,-1.82506275,0.21870815
"log_rec_dev",1980,"2023 Model",-0.7841525,-1.90144975,0.0504986874999993
"log_rec_dev",1981,"2023 Model",-0.744337,-1.8364835,0.1069222
"log_rec_dev",1982,"2023 Model",-0.4902995,-1.602171,0.258713375
"log_rec_dev",1983,"2023 Model",-0.4605865,-1.5611715,0.291853674999999
"log_rec_dev",1984,"2023 Model",-0.3831605,-1.438895,0.36719285
"log_rec_dev",1985,"2023 Model",-0.000849621,-1.04677825,0.69239565
"log_rec_dev",1986,"2023 Model",0.4227925,-0.426109975,1.00185225
"log_rec_dev",1987,"2023 Model",0.3048995,-0.638332075,0.949029749999999
"log_rec_dev",1988,"2023 Model",0.7840395,0.1057631,1.2869905
"log_rec_dev",1989,"2023 Model",0.5292155,-0.376194275,1.110423
"log_rec_dev",1990,"2023 Model",0.2812675,-0.6508758,0.882462474999999
"log_rec_dev",1991,"2023 Model",-0.370954,-1.4661955,0.3985558
"log_rec_dev",1992,"2023 Model",-0.204144,-1.1751285,0.467197924999999
"log_rec_dev",1993,"2023 Model",-0.190686,-1.17955725,0.466391925
"log_rec_dev",1994,"2023 Model",-0.0328751,-0.933248225,0.570677825
"log_rec_dev",1995,"2023 Model",-0.275577,-1.37238475,0.497341225
"log_rec_dev",1996,"2023 Model",0.617362,-0.139089825,1.15999375
"log_rec_dev",1997,"2023 Model",0.6673905,-0.155920075,1.2505425
"log_rec_dev",1998,"2023 Model",0.1501435,-0.98351695,0.8921303
"log_rec_dev",1999,"2023 Model",0.3752695,-0.666993375,1.032374
"log_rec_dev",2000,"2023 Model",1.13016,0.48581855,1.6094565
"log_rec_dev",2001,"2023 Model",0.5726115,-0.575321175,1.26407975
"log_rec_dev",2002,"2023 Model",1.098905,0.383122725,1.60319125
"log_rec_dev",2003,"2023 Model",0.402947,-0.720283475,1.16600525
"log_rec_dev",2004,"2023 Model",0.8665075,0.029034535,1.396873
"log_rec_dev",2005,"2023 Model",-0.1262685,-1.4009685,0.75906375
"log_rec_dev",2006,"2023 Model",0.444042,-0.5110565,1.1115545
"log_rec_dev",2007,"2023 Model",0.0747466,-1.10028775,0.86729695
"log_rec_dev",2008,"2023 Model",0.9297515,0.1944273,1.475379
"log_rec_dev",2009,"2023 Model",0.534323,-0.567304225,1.24515375
"log_rec_dev",2010,"2023 Model",1.063245,0.330133375,1.6306415
"log_rec_dev",2011,"2023 Model",-0.01427485,-1.27453475,0.913841225
"log_rec_dev",2012,"2023 Model",0.841177,0.052070405,1.431929
"log_rec_dev",2013,"2023 Model",-0.1866405,-1.50032925,0.826469099999999
"log_rec_dev",2014,"2023 Model",0.814511,-0.0987410974999999,1.491455
"log_rec_dev",2015,"2023 Model",0.399012,-0.83598785,1.2568105
"log_rec_dev",2016,"2023 Model",0.3381485,-0.8613991,1.184188
"log_rec_dev",2017,"2023 Model",-0.292557,-1.55125975,0.755189125
"log_rec_dev",2018,"2023 Model",0.838713,-0.25926455,1.7248715
"log_rec_dev",2019,"2023 Model",0.366425,-0.9035502,1.42650475
"log_rec_dev",2020,"2023 Model",-0.13756,-1.5570165,1.15299325
"log_rec_dev",2021,"2023 Model",-0.1761945,-1.592891,1.1387195
"log_rec_dev",2022,"2023 Model",0.0277076,-1.5066795,1.524634
"log_rec_dev",2023,"2023 Model",-0.002997905,-1.5295065,1.474554
"rec_proj",2024,"2023 Model",95.71825,23.0889825,402.483825
"rec_proj",2025,"2023 Model",95.41195,23.21394,407.70305
"rec_proj",2026,"2023 Model",95.14835,23.2710375,414.8728
"rec_proj",2027,"2023 Model",95.9793,22.4222925,401.754725
"rec_proj",2028,"2023 Model",97.8148,23.0122375,416.76465
"rec_proj",2029,"2023 Model",98.21275,22.627195,411.987875
"rec_proj",2030,"2023 Model",96.842,22.17306,405.451649999999
"rec_proj",2031,"2023 Model",96.64705,23.5391575,393.0185
"rec_proj",2032,"2023 Model",97.4616,23.1866375,401.805599999999
"rec_proj",2033,"2023 Model",97.5083,22.0038175,397.2884
"spawn_biom",1961,"2023 Model",231.5265,188.972525,278.99115
"spawn_biom",1962,"2023 Model",245.305,204.11115,290.377125
"spawn_biom",1963,"2023 Model",253.2985,213.944675,296.952575
"spawn_biom",1964,"2023 Model",250.5005,212.053725,291.929
"spawn_biom",1965,"2023 Model",219.758,185.69375,256.86185
"spawn_biom",1966,"2023 Model",158.0225,133.02655,185.9066
"spawn_biom",1967,"2023 Model",135.5975,115.157875,160.2009
"spawn_biom",1968,"2023 Model",127.2565,108.273975,151.132175
"spawn_biom",1969,"2023 Model",115.905,97.70562,138.4477
"spawn_biom",1970,"2023 Model",108.1285,90.36242,130.016025
"spawn_biom",1971,"2023 Model",108.355,90.6540725,130.506575
"spawn_biom",1972,"2023 Model",95.9613,78.7858775,117.14405
"spawn_biom",1973,"2023 Model",82.55455,67.4511675,103.64315
"spawn_biom",1974,"2023 Model",74.68795,60.23803,95.790035
"spawn_biom",1975,"2023 Model",65.53275,51.6935325,87.78423
"spawn_biom",1976,"2023 Model",53.51715,40.0088,76.5487475
"spawn_biom",1977,"2023 Model",41.1741,28.05279,65.7532925
"spawn_biom",1978,"2023 Model",37.1386,23.2199075,62.57941
"spawn_biom",1979,"2023 Model",37.85495,23.65226,63.8976925
"spawn_biom",1980,"2023 Model",38.3847,23.674715,64.68005
"spawn_biom",1981,"2023 Model",37.5997,22.67336,64.0751675
"spawn_biom",1982,"2023 Model",36.69345,21.5009,63.6604399999999
"spawn_biom",1983,"2023 Model",38.2527,22.6690375,65.2766325
"spawn_biom",1984,"2023 Model",40.9324,25.0838575,68.1394125
"spawn_biom",1985,"2023 Model",44.1258,27.8159625,72.25743
"spawn_biom",1986,"2023 Model",48.44705,31.41994,77.166805
"spawn_biom",1987,"2023 Model",52.4393,35.0000575,81.8948824999999
"spawn_biom",1988,"2023 Model",55.8861,37.6693975,86.325945
"spawn_biom",1989,"2023 Model",57.8083,38.857395,89.5919374999999
"spawn_biom",1990,"2023 Model",59.21505,39.3310625,92.5985675
"spawn_biom",1991,"2023 Model",61.17335,40.0822225,96.64555
"spawn_biom",1992,"2023 Model",67.67715,44.42857,106.3169
"spawn_biom",1993,"2023 Model",76.24025,50.6491375,118.775375
"spawn_biom",1994,"2023 Model",88.44305,59.8935925,135.68535
"spawn_biom",1995,"2023 Model",102.2575,70.47589,155.034375
"spawn_biom",1996,"2023 Model",114.8475,79.917745,173.4771
"spawn_biom",1997,"2023 Model",125.1165,87.146265,187.81625
"spawn_biom",1998,"2023 Model",132.7925,92.4609025,198.21835
"spawn_biom",1999,"2023 Model",138.318,96.433725,206.8338
"spawn_biom",2000,"2023 Model",141.563,98.906865,211.171775
"spawn_biom",2001,"2023 Model",144.7655,101.0899,214.384
"spawn_biom",2002,"2023 Model",148.1445,103.0182,219.224425
"spawn_biom",2003,"2023 Model",152.692,106.01475,225.7262
"spawn_biom",2004,"2023 Model",159.668,110.880075,235.328525
"spawn_biom",2005,"2023 Model",167.8935,117.25675,246.7839
"spawn_biom",2006,"2023 Model",177.9555,124.876225,260.729025
"spawn_biom",2007,"2023 Model",188.421,132.738975,276.823425
"spawn_biom",2008,"2023 Model",200.6425,141.792025,294.036025
"spawn_biom",2009,"2023 Model",213.7885,151.736975,312.565225
"spawn_biom",2010,"2023 Model",225.8065,160.782475,329.756625
"spawn_biom",2011,"2023 Model",234.6375,167.196,341.9653
"spawn_biom",2012,"2023 Model",242.2045,172.4594,352.704525
"spawn_biom",2013,"2023 Model",247.3535,176.6051,358.9658
"spawn_biom",2014,"2023 Model",252.754,180.499325,366.157375
"spawn_biom",2015,"2023 Model",256.27,181.959975,372.785725
"spawn_biom",2016,"2023 Model",260.238,184.122675,377.98285
"spawn_biom",2017,"2023 Model",262.1455,184.01335,383.226275
"spawn_biom",2018,"2023 Model",263.4245,184.027125,387.1903
"spawn_biom",2019,"2023 Model",263.7195,182.6482,389.1337
"spawn_biom",2020,"2023 Model",262.3625,179.337275,389.19195
"spawn_biom",2021,"2023 Model",260.309,176.701225,388.195675
"spawn_biom",2022,"2023 Model",255.719,171.08205,384.25995
"spawn_biom",2023,"2023 Model",239.618,156.8421,364.824025
"spawn_biom_proj",2024,"2023 Model",232.2045,150.083625,355.23325
"spawn_biom_proj",2025,"2023 Model",222.256,145.1467,339.0608
"spawn_biom_proj",2026,"2023 Model",213.18,137.666075,323.82095
"spawn_biom_proj",2027,"2023 Model",204.5055,131.804375,311.396975
"spawn_biom_proj",2028,"2023 Model",195.8545,125.132025,299.940025
"spawn_biom_proj",2029,"2023 Model",188.1295,118.81065,289.755525
"spawn_biom_proj",2030,"2023 Model",180.8865,112.284,279.9113
"spawn_biom_proj",2031,"2023 Model",174.7345,106.2631,273.721625
"spawn_biom_proj",2032,"2023 Model",170.0165,100.512625,269.880775
"spawn_biom_proj",2033,"2023 Model",166.1765,97.6722325,266.879025
"spawn_biom_proj",2034,"2023 Model",163.6235,95.09922,267.0036
"spawn_biom_proj",2035,"2023 Model",160.947,92.2386675,266.424225
"spawn_biom_proj",2036,"2023 Model",159.1505,90.52416,266.10145
"spawn_biom_proj",2037,"2023 Model",157.268,89.7778225,264.901125
"spawn_biom_proj",2038,"2023 Model",156.192,89.6111675,261.75165
"srv1_biom",1990,"2023 Model",292.759,235.370575,363.88415
"srv1_biom",1993,"2023 Model",391.1835,321.115025,479.381275
"srv1_biom",1996,"2023 Model",517.156,437.831425,615.48385
"srv1_biom",1999,"2023 Model",581.733,500.872375,678.178675
"srv1_biom",2001,"2023 Model",621.974,543.41565,716.1084
"srv1_biom",2003,"2023 Model",679.4675,596.291825,773.6148
"srv1_biom",2005,"2023 Model",759.774,672.312725,855.907375
"srv1_biom",2007,"2023 Model",848.29,751.0446,946.3338
"srv1_biom",2009,"2023 Model",925.249,826.242675,1030.68375
"srv1_biom",2011,"2023 Model",980.387,875.427625,1092.161
"srv1_biom",2013,"2023 Model",1025.76,917.69355,1146.57925
"srv1_biom",2015,"2023 Model",1065.655,949.824225,1193.07725
"srv1_biom",2017,"2023 Model",1081.075,955.191925,1222.833
"srv1_biom",2019,"2023 Model",1072.94,934.66565,1233.6405
"srv1_biom",2021,"2023 Model",1052.145,896.761525,1235.961
"srv1_biom",2023,"2023 Model",1009.88,834.6312,1225.71975
"tot_biom",1961,"2023 Model",1074.64,970.1564,1200.52525
"tot_biom",1962,"2023 Model",1202.595,1092.8885,1332.961
"tot_biom",1963,"2023 Model",1264.8,1152.58475,1396.21025
"tot_biom",1964,"2023 Model",1230.58,1120.69775,1359.16725
"tot_biom",1965,"2023 Model",1056.245,958.28385,1175.965
"tot_biom",1966,"2023 Model",761.949,686.783325,849.16865
"tot_biom",1967,"2023 Model",615.5235,554.310525,691.546625
"tot_biom",1968,"2023 Model",542.0605,485.373825,614.12095
"tot_biom",1969,"2023 Model",480.697,430.517,551.337
"tot_biom",1970,"2023 Model",442.6,393.6119,512.212175
"tot_biom",1971,"2023 Model",426.426,378.046225,497.127425
"tot_biom",1972,"2023 Model",370.332,323.213725,441.741825
"tot_biom",1973,"2023 Model",309.125,265.264275,379.73745
"tot_biom",1974,"2023 Model",266.162,223.576975,334.80635
"tot_biom",1975,"2023 Model",224.835,183.9367,295.902025
"tot_biom",1976,"2023 Model",182.058,142.161825,252.78585
"tot_biom",1977,"2023 Model",143.734,105.182375,214.229725
"tot_biom",1978,"2023 Model",131.132,91.788485,203.316125
"tot_biom",1979,"2023 Model",133.2015,92.82377,206.39835
"tot_biom",1980,"2023 Model",134.8895,93.42375,209.589125
"tot_biom",1981,"2023 Model",134.2135,91.3697025,209.711075
"tot_biom",1982,"2023 Model",134.087,90.376305,212.2898
"tot_biom",1983,"2023 Model",140.347,94.9445625,221.799675
"tot_biom",1984,"2023 Model",150.222,102.4902,234.3821
"tot_biom",1985,"2023 Model",161.6535,111.695325,248.941875
"tot_biom",1986,"2023 Model",178.734,125.315325,272.02655
"tot_biom",1987,"2023 Model",197.2175,139.5601,296.9386
"tot_biom",1988,"2023 Model",219.333,155.338675,327.7828
"tot_biom",1989,"2023 Model",241.198,170.288325,362.1047
"tot_biom",1990,"2023 Model",261.9815,183.289675,397.477525
"tot_biom",1991,"2023 Model",281.047,194.639,431.0657
"tot_biom",1992,"2023 Model",304.931,211.564425,466.33845
"tot_biom",1993,"2023 Model",325.9185,226.839575,494.57295
"tot_biom",1994,"2023 Model",349.369,244.865275,523.298725
"tot_biom",1995,"2023 Model",368.906,260.13845,547.0676
"tot_biom",1996,"2023 Model",385.251,272.56265,568.669225
"tot_biom",1997,"2023 Model",400.691,284.6747,588.824
"tot_biom",1998,"2023 Model",415.54,294.338525,608.748
"tot_biom",1999,"2023 Model",431.867,307.15275,630.598025
"tot_biom",2000,"2023 Model",452.3105,323.106025,659.3839
"tot_biom",2001,"2023 Model",476.4585,341.407375,695.2181
"tot_biom",2002,"2023 Model",506.1535,363.292975,737.395125
"tot_biom",2003,"2023 Model",534.914,383.8708,778.816775
"tot_biom",2004,"2023 Model",566.338,407.691175,823.83725
"tot_biom",2005,"2023 Model",593.777,426.908,863.113175
"tot_biom",2006,"2023 Model",619.059,445.551475,898.458625
"tot_biom",2007,"2023 Model",637.6395,458.855225,926.519325
"tot_biom",2008,"2023 Model",657.253,472.572025,952.8682
"tot_biom",2009,"2023 Model",674.346,485.25445,980.067425
"tot_biom",2010,"2023 Model",693.3215,499.1311,1007.5155
"tot_biom",2011,"2023 Model",706.942,509.61505,1024.819
"tot_biom",2012,"2023 Model",724.7725,521.20035,1046.51575
"tot_biom",2013,"2023 Model",737.0885,528.526375,1063.92225
"tot_biom",2014,"2023 Model",750.4925,538.87015,1081.651
"tot_biom",2015,"2023 Model",758.7515,542.922575,1095.44075
"tot_biom",2016,"2023 Model",763.2045,544.473225,1102.859
"tot_biom",2017,"2023 Model",759.416,538.61105,1101.62925
"tot_biom",2018,"2023 Model",755.4635,533.777275,1101.8065
"tot_biom",2019,"2023 Model",749.554,525.11755,1094.25125
"tot_biom",2020,"2023 Model",741.274,512.33,1085.1275
"tot_biom",2021,"2023 Model",730.593,499.110375,1075.79675
"tot_biom",2022,"2023 Model",712.97,479.236375,1062.02275
"tot_biom",2023,"2023 Model",696.5605,461.4467,1046.35325
"tot_biom_proj",2024,"2023 Model",676.1665,440.808475,1034.05175
"tot_biom_proj",2025,"2023 Model",649.986,427.35445,991.5658
